1.00000000 0.00099625
0.98999360 0.00128864
0.97998715 0.00162952
0.96998078 0.00204988
0.95997441 0.00255713
0.94996821 0.00315655
0.93996184 0.00385655
0.92995556 0.00473037
0.91994887 0.00574986
0.90994261 0.00691225
0.89993603 0.00824327
0.88992953 0.00978096
0.87992314 0.01159536
0.86991654 0.02340644
0.85990996 0.02453346
0.84990350 0.02566853
0.83989706 0.02680813
0.82989065 0.02794717
0.81988425 0.02908032
0.80987821 0.03020237
0.79987143 0.03130971
0.78986523 0.03239947
0.77985895 0.03346921
0.76985197 0.03451718
0.75984554 0.03554188
0.74983901 0.03654215
0.73983240 0.03751639
0.72982569 0.03846312
0.71981889 0.03938088
0.70981218 0.04026782
0.69980519 0.04112115
0.68979843 0.04193837
0.67979126 0.04271809
0.66978432 0.04345939
0.65977698 0.04416160
0.64976968 0.04482388
0.63976284 0.04544478
0.62975528 0.04602425
0.61974789 0.04656265
0.60974059 0.04706037
0.59973300 0.04751881
0.58972563 0.04793968
0.57971791 0.04832459
0.56971048 0.04867519
0.55970271 0.04899388
0.54969521 0.04928308
0.53968743 0.04954452
0.52967985 0.04977936
0.51967208 0.04998872
0.50966443 0.05017352
0.49965703 0.05033413
0.48964898 0.05047079
0.47964128 0.05058379
0.46963363 0.05067349
0.45962593 0.05074027
0.44961837 0.05078446
0.43961052 0.05080603
0.42960282 0.05080504
0.41959512 0.05078161
0.40958752 0.05073567
0.39957973 0.05066687
0.38957206 0.05057488
0.37956467 0.05045935
0.36955668 0.05031995
0.35954928 0.05015630
0.34954136 0.04996800
0.33953394 0.04975481
0.32952607 0.04951587
0.31951867 0.04925029
0.30951084 0.04895707
0.29950350 0.04863526
0.28949567 0.04828387
0.27948846 0.04790173
0.26948063 0.04748769
0.25947317 0.04704130
0.24946594 0.04656217
0.23945838 0.04605069
0.22945107 0.04550698
0.21944404 0.04493096
0.20943663 0.04432274
0.19942951 0.04368174
0.18942247 0.04300687
0.17941554 0.04229650
0.16940871 0.04154734
0.15940200 0.04075523
0.14939604 0.03991534
0.13938910 0.03902098
0.12938358 0.03806575
0.11937783 0.03703977
0.10937275 0.03592993
0.09936766 0.03472016
0.08936390 0.03339035
0.07936114 0.03191535
0.06935960 0.03026216
0.05935959 0.02838998
0.04936270 0.02624801
0.03936690 0.02377490
0.02937836 0.02086861
0.01940300 0.01731332
0.00946345 0.01255462
0.00000000 0.00366575
0.00000000 -0.00366575
0.00953982 -0.01255462
0.01951307 -0.01731332
0.02950587 -0.02086861
0.03950441 -0.02377490
0.04950448 -0.02624801
0.05950600 -0.02838998
0.06950808 -0.03026216
0.07951227 -0.03191535
0.08951631 -0.03339035
0.09952184 -0.03472016
0.10952704 -0.03592993
0.11953244 -0.03703977
0.12953829 -0.03806575
0.13954390 -0.03902098
0.14954960 -0.03991534
0.15955543 -0.04075523
0.16956137 -0.04154734
0.17956740 -0.04229650
0.18957324 -0.04300687
0.19957942 -0.04368174
0.20958559 -0.04432274
0.21959176 -0.04493096
0.22959817 -0.04550698
0.23960419 -0.04605069
0.24961017 -0.04656217
0.25961609 -0.04704130
0.26962198 -0.04748769
0.27962785 -0.04790173
0.28963367 -0.04828387
0.29963960 -0.04863526
0.30964557 -0.04895707
0.31965156 -0.04925029
0.32965760 -0.04951587
0.33966366 -0.04975481
0.34966975 -0.04996800
0.35967587 -0.05015630
0.36968199 -0.05031995
0.37968812 -0.05045935
0.38969426 -0.05057488
0.39970041 -0.05066687
0.40970657 -0.05073567
0.41971303 -0.05078161
0.42971917 -0.05080504
0.43972530 -0.05080603
0.44973142 -0.05078446
0.45973740 -0.05074027
0.46974349 -0.05067349
0.47974959 -0.05058379
0.48975571 -0.05047079
0.49976172 -0.05033413
0.50976787 -0.05017352
0.51977377 -0.04998872
0.52978006 -0.04977936
0.53978600 -0.04954452
0.54979191 -0.04928308
0.55979777 -0.04899388
0.56980356 -0.04867519
0.57980927 -0.04832459
0.58981490 -0.04793968
0.59982072 -0.04751881
0.60982638 -0.04706037
0.61983231 -0.04656265
0.62983788 -0.04602425
0.63984346 -0.04544478
0.64984905 -0.04482388
0.65985468 -0.04416160
0.66986036 -0.04345939
0.67986641 -0.04271809
0.68987239 -0.04193837
0.69987821 -0.04112115
0.70988444 -0.04026782
0.71989047 -0.03938088
0.72989689 -0.03846312
0.73990306 -0.03751639
0.74990928 -0.03654215
0.75991604 -0.03554188
0.76992235 -0.03451718
0.77992869 -0.03346921
0.78993506 -0.03239947
0.79994148 -0.03130971
0.80994866 -0.03020237
0.81995523 -0.02908032
0.82996193 -0.02794717
0.83996880 -0.02680813
0.84997582 -0.02566853
0.85998325 -0.02453346
0.86859612 -0.02340644
0.87994519 -0.01159536
0.88997023 -0.00978096
0.89999060 -0.00824327
0.91000840 -0.00691225
0.92002427 -0.00574986
0.93003913 -0.00473037
0.94005756 -0.00385655
0.95007107 -0.00315655
0.96008336 -0.00255713
0.97009516 -0.00204988
0.98010631 -0.00162952
0.99011677 -0.00128864
1.00000000 -0.00099625
