VTAS,Altitude,Drag,Lift,CL,CD,V_h,Vy,V_stall
77.16049382716048,2464.0,764.3485757665494,12156.612709109715,0.7224239225866944,0.04542249634349524,77.16049382716048,-3.34630300149847e-17,47.099636717980935
