VTAS,Initial Altitude,Final Altitude,Drag,Lift,CL,CD,V_h,Vy,Vx,V_stall
50.68799023587102,770.0,2438.4,-980.1565900799205,-12824.359083463816,1.6146011006342909,0.12340280702039953,50.68799023587102,8.448764217901378,8.448764217901378,50.68799023587102
