VTAS,Altitude,Drag,Lift,Moment,CL,CD,CM,Elevator Deflection
66.87242798353911,1524.0,856.6063447404845,13988.030337417911,3598.1059414060123,1.0034534616919673,0.06145000984433175,0.4033059622389418,-50.00000049971556
72.01646090534982,1524.0,811.5117854215212,13338.226836725056,1566.382297474293,0.8250293568092538,0.05019565603173043,0.15138717874829408,-36.39233700813273
77.16049382716048,1524.0,832.5542663594659,13355.13279103043,1021.5114988479467,0.7196031687491307,0.04485980765614346,0.08600191904989338,7.409569696369002
41.1522633744856,1828.8000000000002,1603.2125574949534,13149.632917499193,9650.74588225451,2.5708915441633153,0.31344491769615757,2.948159886289866,-50.000000497272445
46.2962962962963,1828.8000000000002,1349.7739499651957,13595.404372363904,9022.55047867594,2.1001833499226406,0.20850963297852407,2.1777821215075455,-50.000000497666655
51.440329218106996,1828.8000000000002,1156.260947328463,13880.30490215512,8107.041575969355,1.7367971855516475,0.14467915317707145,1.5850118985529722,-50.00000049803127
56.584362139917694,1828.8000000000002,1011.0419127399088,13996.615663336519,6905.0988760100645,1.447397331358905,0.10455237191551961,1.1157185608185831,-50.00000049693965
61.728395061728406,1828.8000000000002,901.8738823867425,13881.855257271505,5357.606209037193,1.2062438725139772,0.07836703554732379,0.7274085871925293,-50.00000049753126
66.87242798353911,1828.8000000000002,867.2301877884383,14056.296551265043,3999.4351781019272,1.0407209736022194,0.0642092774637137,0.4626814459574217,-50.00000048899601
72.0164609053498,1828.8000000000002,810.8298008949332,13334.056141545349,1689.5962678490944,0.8512483997522211,0.05176351165439381,0.1685376743165915,-47.02700990438523
77.16049382716051,1828.8000000000002,824.8976945697464,13351.469830078842,1174.4733436244383,0.7425003473089176,0.04587411217696211,0.10205417416637405,-1.2230420288479797
41.15226337448559,2133.6,1651.1244740575212,13124.595665668205,9753.309910324104,2.6487511041512053,0.33322304817291115,3.0755816993563676,-50.00000049725826
46.296296296296305,2133.6,1392.2805324883611,13593.87031819382,9183.603298349273,2.1676706412855964,0.22201224258180885,2.2881437994982328,-50.000000497669426
51.440329218106996,2133.6,1191.6443111583992,13898.188480484621,8324.091465077296,1.7951196009029213,0.15391531516993154,1.679933387727458,-50.00000049803613
56.584362139917694,2133.6,1034.754144652863,14001.968726061694,7147.433496645064,1.4946479985757115,0.11045541106263643,1.192119990824665,-50.00000049682216
61.7283950617284,2133.6,918.9839195780719,13913.671037261018,5668.465904201829,1.2479995561698762,0.08242911023908028,0.7944348082255565,-50.00000049742976
66.8724279835391,2133.6,846.6729943332559,13702.571437042756,3961.6703880365444,1.0472504658455248,0.06470892648202736,0.4730933599830914,-50.00000049791426
72.0164609053498,2133.6,813.0336793781105,13391.375956672102,2051.052951026904,0.8824788861114901,0.05357814298322664,0.21119129783533477,-50.00000049830507
77.1604938271605,2133.6,820.145811895716,13347.301852680428,1167.2216226455482,0.76620707187234,0.04708079040819646,0.10469501996363752,-16.312845705659395
41.1522633744856,2438.4,1685.587917743684,13041.43426781427,9791.49769841405,2.7173181803999324,0.3512097365587557,3.1877502603984857,-50.000000493556165
46.2962962962963,2438.4,1435.875984148605,13587.088413860169,9335.13469962425,2.2368481065145556,0.23638886996982675,2.401323703071185,-50.00000049766375
51.440329218106996,2438.4,1227.7480739599987,13907.20401785364,8527.20131894375,1.8545345876631185,0.16372099418204972,1.776730894475427,-50.00000049590895
56.584362139917694,2438.4,1059.6622513102882,14002.564272758722,7379.232189651724,1.5431825941319848,0.11678234857754233,1.2706938943590051,-50.00000049670094
61.72839506172839,2438.4,937.4945281232523,13940.728738334905,5967.849619145555,1.2909757851878474,0.08681631765957333,0.8635162538586519,-50.00000047513316
66.87242798353911,2438.4,858.2325788605314,13754.822445675316,4330.2194227837035,1.0853339687256134,0.06771944709451219,0.5338734662588539,-50.00000049782303
72.0164609053498,2438.4,817.4013098123233,13468.080140982976,2491.157056737601,0.9163148656406731,0.05561274981547022,0.2648257282032012,-50.000000498225354
77.1604938271605,2438.4,814.8106732177755,13343.679262115653,1404.817389011888,0.7908391998055431,0.048291345148713784,0.13009257018523557,-22.134011837104737
