VTAS,Initial Altitude,Final Altitude,Drag,Lift,CL,CD,V_stall
[38.30470766],770.0,2438.4,-1156.1542538634492,-12720.48553820973,2.8043944723206535,0.25488905977255544,38.30470766079034
