VTAS,Altitude,Drag,Lift,Moment,CL,CD,CM,Elevator Deflection
77.16049382716051,2438.4,814.8105477898126,13343.67325325015,1404.7949533858848,0.7908388436783985,0.04829133771498068,0.13009049254277938,-22.134675946729253
