VTAS,Altitudes,Drag,Lift,Moment,CL,CD,CM,Elevator Deflection,Alpha,Flight Path Angle,Pitch Angle
[82.46899913],2438.4,843.1468699720286,13359.72945741141,936.9136596749288,0.693136559498117,0.04374459246851058,0.07595226674079528,21.050018574377095,-0.3186876986374587,0.0,-0.3186876986374587
