VTAS,Altitude,Drag,Lift,Moment,CL,CD,CM,Elevator Deflection
77.16049382716048,2438.4,814.8105477898213,13343.673253250143,1404.7949533849694,0.7908388436783989,0.04829133771498124,0.13009049254269472,-22.134675946766603
