VTAS,Required Thrust,Required Power (kW),Drag,Lift,L/D Ratio,Propeller Efficiency,J Value,CL,CD,Mach Number
87.10771565350406,150.19685128864688,41.14090507064216,890.4894481068675,13353.247397846395,14.99540216476981,0.846108402886505,1.311108137136402,0.6209780314650626,0.041411228898147724,0.2579604035669011
