VTAS,Required Thrust,Required Power (kW),Drag,Lift,L/D Ratio,Propeller Efficiency,J Value,CL,CD,Mach Number
80.38686185248348,47.80690717363845,11.608281086255184,831.1840909858639,13352.157839792277,16.064019974149577,4.561673636860384,1.364905893317813,0.7290946277310733,0.0453868103316817,0.23805729686942145
