VTAS,Drag,Lift,L/D Ratio,Propeller Efficiency,J Value,Sink Rate,CL,CD,dSink/dVTAS,Max L/D Ratio
77.1604938271605,841.1712301868374,13358.927951298107,15.881341957369225,-239.87829491980062,1.4018480526346258,0.02021385675874343,0.6975542990982059,0.04392288138941107,[[-0.00872654]],3817.207774862514
